UF;Município;DSVACINAmn;Distribuída aos Municípios
SP;Santa Bárbara D'Oeste;BUTANTAN/SINOVAC;120326
SP;Santa Bárbara D'Oeste;FIOCRUZ/ASTRAZENECA;116575
SP;Santa Bárbara D'Oeste;JANSSEN (JOHNSON & JOHNSON);9805
SP;Santa Bárbara D'Oeste;PFIZER/BIONTECH;100566
SP;Santa Clara D'Oeste;BUTANTAN/SINOVAC;1796
SP;Santa Clara D'Oeste;FIOCRUZ/ASTRAZENECA;1340
SP;Santa Clara D'Oeste;JANSSEN (JOHNSON & JOHNSON);55
SP;Santa Clara D'Oeste;PFIZER/BIONTECH;1386
SP;Santa Cruz Da Conceição;BUTANTAN/SINOVAC;3490
SP;Santa Cruz Da Conceição;FIOCRUZ/ASTRAZENECA;2550
SP;Santa Cruz Da Conceição;JANSSEN (JOHNSON & JOHNSON);190
SP;Santa Cruz Da Conceição;PFIZER/BIONTECH;3414
SP;Santa Cruz Da Esperança;BUTANTAN/SINOVAC;1558
SP;Santa Cruz Da Esperança;FIOCRUZ/ASTRAZENECA;1215
SP;Santa Cruz Da Esperança;JANSSEN (JOHNSON & JOHNSON);70
SP;Santa Cruz Da Esperança;PFIZER/BIONTECH;1386
SP;Santa Cruz Das Palmeiras;BUTANTAN/SINOVAC;21006
SP;Santa Cruz Das Palmeiras;FIOCRUZ/ASTRAZENECA;18045
SP;Santa Cruz Das Palmeiras;JANSSEN (JOHNSON & JOHNSON);1780
SP;Santa Cruz Das Palmeiras;PFIZER/BIONTECH;16152
SP;Santa Cruz Do Rio Pardo;BUTANTAN/SINOVAC;31099
SP;Santa Cruz Do Rio Pardo;FIOCRUZ/ASTRAZENECA;27580
SP;Santa Cruz Do Rio Pardo;JANSSEN (JOHNSON & JOHNSON);1710
SP;Santa Cruz Do Rio Pardo;PFIZER/BIONTECH;35832
SP;Santa Ernestina;BUTANTAN/SINOVAC;3894
SP;Santa Ernestina;FIOCRUZ/ASTRAZENECA;2925
SP;Santa Ernestina;JANSSEN (JOHNSON & JOHNSON);275
SP;Santa Ernestina;PFIZER/BIONTECH;3690
SP;Santa Fé Do Sul;BUTANTAN/SINOVAC;23342
SP;Santa Fé Do Sul;FIOCRUZ/ASTRAZENECA;23705
SP;Santa Fé Do Sul;JANSSEN (JOHNSON & JOHNSON);1250
SP;Santa Fé Do Sul;PFIZER/BIONTECH;25746
SP;Santa Gertrudes;BUTANTAN/SINOVAC;15894
SP;Santa Gertrudes;FIOCRUZ/ASTRAZENECA;13065
SP;Santa Gertrudes;JANSSEN (JOHNSON & JOHNSON);1125
SP;Santa Gertrudes;PFIZER/BIONTECH;14754
SP;Santa Isabel;BUTANTAN/SINOVAC;34557
SP;Santa Isabel;FIOCRUZ/ASTRAZENECA;32060
SP;Santa Isabel;JANSSEN (JOHNSON & JOHNSON);2235
SP;Santa Isabel;PFIZER/BIONTECH;32154
SP;Santa Lúcia;BUTANTAN/SINOVAC;5222
SP;Santa Lúcia;FIOCRUZ/ASTRAZENECA;4715
SP;Santa Lúcia;JANSSEN (JOHNSON & JOHNSON);425
SP;Santa Lúcia;PFIZER/BIONTECH;5502
SP;Santa Maria Da Serra;BUTANTAN/SINOVAC;3798
SP;Santa Maria Da Serra;FIOCRUZ/ASTRAZENECA;3225
SP;Santa Maria Da Serra;JANSSEN (JOHNSON & JOHNSON);295
SP;Santa Maria Da Serra;PFIZER/BIONTECH;3858
SP;Santa Mercedes;BUTANTAN/SINOVAC;2182
SP;Santa Mercedes;FIOCRUZ/ASTRAZENECA;1755
SP;Santa Mercedes;JANSSEN (JOHNSON & JOHNSON);100
SP;Santa Mercedes;PFIZER/BIONTECH;1890
SP;Santa Rita D'Oeste;BUTANTAN/SINOVAC;2105
SP;Santa Rita D'Oeste;FIOCRUZ/ASTRAZENECA;1655
SP;Santa Rita D'Oeste;JANSSEN (JOHNSON & JOHNSON);100
SP;Santa Rita D'Oeste;PFIZER/BIONTECH;1542
SP;Santa Rita Do Passa Quatro;BUTANTAN/SINOVAC;15630
SP;Santa Rita Do Passa Quatro;FIOCRUZ/ASTRAZENECA;17025
SP;Santa Rita Do Passa Quatro;JANSSEN (JOHNSON & JOHNSON);960
SP;Santa Rita Do Passa Quatro;PFIZER/BIONTECH;16650
SP;Santa Salete;BUTANTAN/SINOVAC;1248
SP;Santa Salete;FIOCRUZ/ASTRAZENECA;1000
SP;Santa Salete;JANSSEN (JOHNSON & JOHNSON);55
SP;Santa Salete;PFIZER/BIONTECH;1260
SP;Santana Da Ponte Pensa;BUTANTAN/SINOVAC;1087
SP;Santana Da Ponte Pensa;FIOCRUZ/ASTRAZENECA;1035
SP;Santana Da Ponte Pensa;JANSSEN (JOHNSON & JOHNSON);55
SP;Santana Da Ponte Pensa;PFIZER/BIONTECH;1344
SP;Santana De Parnaíba;BUTANTAN/SINOVAC;133694
SP;Santana De Parnaíba;FIOCRUZ/ASTRAZENECA;80165
SP;Santana De Parnaíba;JANSSEN (JOHNSON & JOHNSON);6540
SP;Santana De Parnaíba;PFIZER/BIONTECH;94626
SP;Santo Anastácio;BUTANTAN/SINOVAC;10293
SP;Santo Anastácio;FIOCRUZ/ASTRAZENECA;12720
SP;Santo Anastácio;JANSSEN (JOHNSON & JOHNSON);880
SP;Santo Anastácio;PFIZER/BIONTECH;10452
SP;Santo André;BUTANTAN/SINOVAC;468708
SP;Santo André;FIOCRUZ/ASTRAZENECA;393550
SP;Santo André;JANSSEN (JOHNSON & JOHNSON);31485
SP;Santo André;PFIZER/BIONTECH;504408
SP;Santo Antônio Da Alegria;BUTANTAN/SINOVAC;5018
SP;Santo Antônio Da Alegria;FIOCRUZ/ASTRAZENECA;3975
SP;Santo Antônio Da Alegria;JANSSEN (JOHNSON & JOHNSON);275
SP;Santo Antônio Da Alegria;PFIZER/BIONTECH;4572
SP;Santo Antônio De Posse;BUTANTAN/SINOVAC;15214
SP;Santo Antônio De Posse;FIOCRUZ/ASTRAZENECA;13910
SP;Santo Antônio De Posse;JANSSEN (JOHNSON & JOHNSON);1135
SP;Santo Antônio De Posse;PFIZER/BIONTECH;13674
SP;Santo Antônio Do Aracanguá;BUTANTAN/SINOVAC;5132
SP;Santo Antônio Do Aracanguá;FIOCRUZ/ASTRAZENECA;4940
SP;Santo Antônio Do Aracanguá;JANSSEN (JOHNSON & JOHNSON);415
SP;Santo Antônio Do Aracanguá;PFIZER/BIONTECH;5454
SP;Santo Antônio Do Jardim;BUTANTAN/SINOVAC;3552
SP;Santo Antônio Do Jardim;FIOCRUZ/ASTRAZENECA;3455
SP;Santo Antônio Do Jardim;JANSSEN (JOHNSON & JOHNSON);315
SP;Santo Antônio Do Jardim;PFIZER/BIONTECH;3558
SP;Santo Antônio Do Pinhal;BUTANTAN/SINOVAC;5346
SP;Santo Antônio Do Pinhal;FIOCRUZ/ASTRAZENECA;3995
SP;Santo Antônio Do Pinhal;JANSSEN (JOHNSON & JOHNSON);260
SP;Santo Antônio Do Pinhal;PFIZER/BIONTECH;4902
SP;Santo Expedito;BUTANTAN/SINOVAC;2108
SP;Santo Expedito;FIOCRUZ/ASTRAZENECA;2015
SP;Santo Expedito;JANSSEN (JOHNSON & JOHNSON);110
SP;Santo Expedito;PFIZER/BIONTECH;1938
SP;Santópolis Do Aguapeí;BUTANTAN/SINOVAC;2736
SP;Santópolis Do Aguapeí;FIOCRUZ/ASTRAZENECA;2630
SP;Santópolis Do Aguapeí;JANSSEN (JOHNSON & JOHNSON);265
SP;Santópolis Do Aguapeí;PFIZER/BIONTECH;2160
SP;Santos;BUTANTAN/SINOVAC;286019
SP;Santos;FIOCRUZ/ASTRAZENECA;307340
SP;Santos;JANSSEN (JOHNSON & JOHNSON);14575
SP;Santos;PFIZER/BIONTECH;259002
SP;São Bento Do Sapucaí;BUTANTAN/SINOVAC;9380
SP;São Bento Do Sapucaí;FIOCRUZ/ASTRAZENECA;6765
SP;São Bento Do Sapucaí;JANSSEN (JOHNSON & JOHNSON);420
SP;São Bento Do Sapucaí;PFIZER/BIONTECH;6330
SP;São Bernardo Do Campo;BUTANTAN/SINOVAC;511198
SP;São Bernardo Do Campo;FIOCRUZ/ASTRAZENECA;464550
SP;São Bernardo Do Campo;JANSSEN (JOHNSON & JOHNSON);37575
SP;São Bernardo Do Campo;PFIZER/BIONTECH;557976
SP;São Caetano Do Sul;BUTANTAN/SINOVAC;120526
SP;São Caetano Do Sul;FIOCRUZ/ASTRAZENECA;107465
SP;São Caetano Do Sul;JANSSEN (JOHNSON & JOHNSON);7120
SP;São Caetano Do Sul;PFIZER/BIONTECH;109200
SP;São Carlos;BUTANTAN/SINOVAC;163599
SP;São Carlos;FIOCRUZ/ASTRAZENECA;149695
SP;São Carlos;JANSSEN (JOHNSON & JOHNSON);12085
SP;São Carlos;PFIZER/BIONTECH;160494
SP;São Francisco;BUTANTAN/SINOVAC;1840
SP;São Francisco;FIOCRUZ/ASTRAZENECA;1610
SP;São Francisco;JANSSEN (JOHNSON & JOHNSON);70
SP;São Francisco;PFIZER/BIONTECH;1926
SP;São João Da Boa Vista;BUTANTAN/SINOVAC;58987
SP;São João Da Boa Vista;FIOCRUZ/ASTRAZENECA;57780
SP;São João Da Boa Vista;JANSSEN (JOHNSON & JOHNSON);3730
SP;São João Da Boa Vista;PFIZER/BIONTECH;56406
SP;São João Das Duas Pontes;BUTANTAN/SINOVAC;1689
SP;São João Das Duas Pontes;FIOCRUZ/ASTRAZENECA;1470
SP;São João Das Duas Pontes;JANSSEN (JOHNSON & JOHNSON);100
SP;São João Das Duas Pontes;PFIZER/BIONTECH;1872
SP;São João De Iracema;BUTANTAN/SINOVAC;1450
SP;São João De Iracema;FIOCRUZ/ASTRAZENECA;1190
SP;São João De Iracema;JANSSEN (JOHNSON & JOHNSON);70
SP;São João De Iracema;PFIZER/BIONTECH;1350
SP;São João Do Pau D'Alho;BUTANTAN/SINOVAC;1588
SP;São João Do Pau D'Alho;FIOCRUZ/ASTRAZENECA;1420
SP;São João Do Pau D'Alho;JANSSEN (JOHNSON & JOHNSON);55
SP;São João Do Pau D'Alho;PFIZER/BIONTECH;1398
SP;São Joaquim Da Barra;BUTANTAN/SINOVAC;39906
SP;São Joaquim Da Barra;FIOCRUZ/ASTRAZENECA;30230
SP;São Joaquim Da Barra;JANSSEN (JOHNSON & JOHNSON);2620
SP;São Joaquim Da Barra;PFIZER/BIONTECH;30030
SP;São José Da Bela Vista;BUTANTAN/SINOVAC;4960
SP;São José Da Bela Vista;FIOCRUZ/ASTRAZENECA;4290
SP;São José Da Bela Vista;JANSSEN (JOHNSON & JOHNSON);405
SP;São José Da Bela Vista;PFIZER/BIONTECH;5412
SP;São José Do Barreiro;BUTANTAN/SINOVAC;2293
SP;São José Do Barreiro;FIOCRUZ/ASTRAZENECA;2455
SP;São José Do Barreiro;JANSSEN (JOHNSON & JOHNSON);145
SP;São José Do Barreiro;PFIZER/BIONTECH;2628
SP;São José Do Rio Pardo;BUTANTAN/SINOVAC;33880
SP;São José Do Rio Pardo;FIOCRUZ/ASTRAZENECA;36860
SP;São José Do Rio Pardo;JANSSEN (JOHNSON & JOHNSON);2290
SP;São José Do Rio Pardo;PFIZER/BIONTECH;26964
SP;São José Do Rio Preto;BUTANTAN/SINOVAC;299222
SP;São José Do Rio Preto;FIOCRUZ/ASTRAZENECA;284325
SP;São José Do Rio Preto;JANSSEN (JOHNSON & JOHNSON);20595
SP;São José Do Rio Preto;PFIZER/BIONTECH;297396
SP;São José Dos Campos;BUTANTAN/SINOVAC;389428
SP;São José Dos Campos;FIOCRUZ/ASTRAZENECA;451050
SP;São José Dos Campos;JANSSEN (JOHNSON & JOHNSON);29565
SP;São José Dos Campos;PFIZER/BIONTECH;466266
SP;São Lourenço Da Serra;BUTANTAN/SINOVAC;10016
SP;São Lourenço Da Serra;FIOCRUZ/ASTRAZENECA;9410
SP;São Lourenço Da Serra;JANSSEN (JOHNSON & JOHNSON);615
SP;São Lourenço Da Serra;PFIZER/BIONTECH;8646
SP;São Luiz Do Paraitinga;BUTANTAN/SINOVAC;7300
SP;São Luiz Do Paraitinga;FIOCRUZ/ASTRAZENECA;6535
SP;São Luiz Do Paraitinga;JANSSEN (JOHNSON & JOHNSON);435
SP;São Luiz Do Paraitinga;PFIZER/BIONTECH;7722
SP;São Manuel;BUTANTAN/SINOVAC;20092
SP;São Manuel;FIOCRUZ/ASTRAZENECA;22155
SP;São Manuel;JANSSEN (JOHNSON & JOHNSON);1885
SP;São Manuel;PFIZER/BIONTECH;22878
SP;São Miguel Arcanjo;BUTANTAN/SINOVAC;18135
SP;São Miguel Arcanjo;FIOCRUZ/ASTRAZENECA;18665
SP;São Miguel Arcanjo;JANSSEN (JOHNSON & JOHNSON);1400
SP;São Miguel Arcanjo;PFIZER/BIONTECH;22152
SP;São Paulo;BUTANTAN/SINOVAC;7313830
SP;São Paulo;FIOCRUZ/ASTRAZENECA;6211750
SP;São Paulo;JANSSEN (JOHNSON & JOHNSON);579570
SP;São Paulo;PFIZER/BIONTECH;10968888
SP;São Roque;BUTANTAN/SINOVAC;54760
SP;São Roque;FIOCRUZ/ASTRAZENECA;56820
SP;São Roque;JANSSEN (JOHNSON & JOHNSON);3880
SP;São Roque;PFIZER/BIONTECH;51942
SP;São Sebastião;BUTANTAN/SINOVAC;57990
SP;São Sebastião;FIOCRUZ/ASTRAZENECA;48205
SP;São Sebastião;JANSSEN (JOHNSON & JOHNSON);4000
SP;São Sebastião;PFIZER/BIONTECH;48648
SP;São Sebastião Da Grama;BUTANTAN/SINOVAC;6721
SP;São Sebastião Da Grama;FIOCRUZ/ASTRAZENECA;7260
SP;São Sebastião Da Grama;JANSSEN (JOHNSON & JOHNSON);545
SP;São Sebastião Da Grama;PFIZER/BIONTECH;7530
SP;São Simão;BUTANTAN/SINOVAC;9142
SP;São Simão;FIOCRUZ/ASTRAZENECA;8820
SP;São Simão;JANSSEN (JOHNSON & JOHNSON);645
SP;São Simão;PFIZER/BIONTECH;8838
SP;São Vicente;BUTANTAN/SINOVAC;204396
SP;São Vicente;FIOCRUZ/ASTRAZENECA;203540
SP;São Vicente;JANSSEN (JOHNSON & JOHNSON);8695
SP;São Vicente;PFIZER/BIONTECH;161988
SP;Sarapuí;BUTANTAN/SINOVAC;5636
SP;Sarapuí;FIOCRUZ/ASTRAZENECA;5985
SP;Sarapuí;JANSSEN (JOHNSON & JOHNSON);435
SP;Sarapuí;PFIZER/BIONTECH;5442
SP;Sarutaiá;BUTANTAN/SINOVAC;2368
SP;Sarutaiá;FIOCRUZ/ASTRAZENECA;2090
SP;Sarutaiá;JANSSEN (JOHNSON & JOHNSON);120
SP;Sarutaiá;PFIZER/BIONTECH;2688
SP;Sebastianópolis Do Sul;BUTANTAN/SINOVAC;2325
SP;Sebastianópolis Do Sul;FIOCRUZ/ASTRAZENECA;2060
SP;Sebastianópolis Do Sul;JANSSEN (JOHNSON & JOHNSON);145
SP;Sebastianópolis Do Sul;PFIZER/BIONTECH;3240
SP;Serra Azul;BUTANTAN/SINOVAC;8374
SP;Serra Azul;FIOCRUZ/ASTRAZENECA;9965
SP;Serra Azul;JANSSEN (JOHNSON & JOHNSON);285
SP;Serra Azul;PFIZER/BIONTECH;8400
SP;Serra Negra;BUTANTAN/SINOVAC;18277
SP;Serra Negra;FIOCRUZ/ASTRAZENECA;18300
SP;Serra Negra;JANSSEN (JOHNSON & JOHNSON);1155
SP;Serra Negra;PFIZER/BIONTECH;20556
SP;Serrana;BUTANTAN/SINOVAC;18562
SP;Serrana;FIOCRUZ/ASTRAZENECA;2360
SP;Serrana;PFIZER/BIONTECH;30408
SP;Sertãozinho;BUTANTAN/SINOVAC;69960
SP;Sertãozinho;FIOCRUZ/ASTRAZENECA;73260
SP;Sertãozinho;JANSSEN (JOHNSON & JOHNSON);6245
SP;Sertãozinho;PFIZER/BIONTECH;87576
SP;Sete Barras;BUTANTAN/SINOVAC;9254
SP;Sete Barras;FIOCRUZ/ASTRAZENECA;7475
SP;Sete Barras;JANSSEN (JOHNSON & JOHNSON);430
SP;Sete Barras;PFIZER/BIONTECH;8694
SP;Severínia;BUTANTAN/SINOVAC;9923
SP;Severínia;FIOCRUZ/ASTRAZENECA;8975
SP;Severínia;JANSSEN (JOHNSON & JOHNSON);905
SP;Severínia;PFIZER/BIONTECH;9660
SP;Silveiras;BUTANTAN/SINOVAC;3629
SP;Silveiras;FIOCRUZ/ASTRAZENECA;3590
SP;Silveiras;JANSSEN (JOHNSON & JOHNSON);275
SP;Silveiras;PFIZER/BIONTECH;4350
SP;Socorro;BUTANTAN/SINOVAC;32388
SP;Socorro;FIOCRUZ/ASTRAZENECA;25775
SP;Socorro;JANSSEN (JOHNSON & JOHNSON);1800
SP;Socorro;PFIZER/BIONTECH;24018
SP;Sorocaba;BUTANTAN/SINOVAC;459457
SP;Sorocaba;FIOCRUZ/ASTRAZENECA;451445
SP;Sorocaba;JANSSEN (JOHNSON & JOHNSON);32570
SP;Sorocaba;PFIZER/BIONTECH;454134
SP;Sud Mennucci;BUTANTAN/SINOVAC;4462
SP;Sud Mennucci;FIOCRUZ/ASTRAZENECA;4415
SP;Sud Mennucci;JANSSEN (JOHNSON & JOHNSON);335
SP;Sud Mennucci;PFIZER/BIONTECH;4650
SP;Sumaré;BUTANTAN/SINOVAC;184397
SP;Sumaré;FIOCRUZ/ASTRAZENECA;150370
SP;Sumaré;JANSSEN (JOHNSON & JOHNSON);15195
SP;Sumaré;PFIZER/BIONTECH;183678
SP;Suzanápolis;BUTANTAN/SINOVAC;2319
SP;Suzanápolis;FIOCRUZ/ASTRAZENECA;2450
SP;Suzanápolis;JANSSEN (JOHNSON & JOHNSON);135
SP;Suzanápolis;PFIZER/BIONTECH;2424
SP;Suzano;BUTANTAN/SINOVAC;163389
SP;Suzano;FIOCRUZ/ASTRAZENECA;166590
SP;Suzano;JANSSEN (JOHNSON & JOHNSON);13725
SP;Suzano;PFIZER/BIONTECH;199302
SP;Tabapuã;BUTANTAN/SINOVAC;8432
SP;Tabapuã;FIOCRUZ/ASTRAZENECA;7475
SP;Tabapuã;JANSSEN (JOHNSON & JOHNSON);480
SP;Tabapuã;PFIZER/BIONTECH;6834
SP;Tabatinga;BUTANTAN/SINOVAC;9529
SP;Tabatinga;FIOCRUZ/ASTRAZENECA;9540
SP;Tabatinga;JANSSEN (JOHNSON & JOHNSON);870
SP;Tabatinga;PFIZER/BIONTECH;8220
SP;Taboão Da Serra;BUTANTAN/SINOVAC;208457
SP;Taboão Da Serra;FIOCRUZ/ASTRAZENECA;164455
SP;Taboão Da Serra;JANSSEN (JOHNSON & JOHNSON);13640
SP;Taboão Da Serra;PFIZER/BIONTECH;162726
SP;Taciba;BUTANTAN/SINOVAC;3876
SP;Taciba;FIOCRUZ/ASTRAZENECA;3470
SP;Taciba;JANSSEN (JOHNSON & JOHNSON);270
SP;Taciba;PFIZER/BIONTECH;3330
SP;Taguaí;BUTANTAN/SINOVAC;9317
SP;Taguaí;FIOCRUZ/ASTRAZENECA;6820
SP;Taguaí;JANSSEN (JOHNSON & JOHNSON);610
SP;Taguaí;PFIZER/BIONTECH;8214
SP;Taiaçu;BUTANTAN/SINOVAC;4080
SP;Taiaçu;FIOCRUZ/ASTRAZENECA;3400
SP;Taiaçu;JANSSEN (JOHNSON & JOHNSON);275
SP;Taiaçu;PFIZER/BIONTECH;4566
SP;Taiúva;BUTANTAN/SINOVAC;3886
SP;Taiúva;FIOCRUZ/ASTRAZENECA;4005
SP;Taiúva;JANSSEN (JOHNSON & JOHNSON);285
SP;Taiúva;PFIZER/BIONTECH;4200
SP;Tambaú;BUTANTAN/SINOVAC;13858
SP;Tambaú;FIOCRUZ/ASTRAZENECA;13525
SP;Tambaú;JANSSEN (JOHNSON & JOHNSON);1030
SP;Tambaú;PFIZER/BIONTECH;13164
SP;Tanabi;BUTANTAN/SINOVAC;18166
SP;Tanabi;FIOCRUZ/ASTRAZENECA;16550
SP;Tanabi;JANSSEN (JOHNSON & JOHNSON);1115
SP;Tanabi;PFIZER/BIONTECH;15888
SP;Tapiraí;BUTANTAN/SINOVAC;5443
SP;Tapiraí;FIOCRUZ/ASTRAZENECA;3775
SP;Tapiraí;JANSSEN (JOHNSON & JOHNSON);260
SP;Tapiraí;PFIZER/BIONTECH;6486
SP;Tapiratiba;BUTANTAN/SINOVAC;9062
SP;Tapiratiba;FIOCRUZ/ASTRAZENECA;7895
SP;Tapiratiba;JANSSEN (JOHNSON & JOHNSON);520
SP;Tapiratiba;PFIZER/BIONTECH;7470
SP;Taquaral;BUTANTAN/SINOVAC;1820
SP;Taquaral;FIOCRUZ/ASTRAZENECA;1685
SP;Taquaral;JANSSEN (JOHNSON & JOHNSON);105
SP;Taquaral;PFIZER/BIONTECH;1812
SP;Taquaritinga;BUTANTAN/SINOVAC;34389
SP;Taquaritinga;FIOCRUZ/ASTRAZENECA;32135
SP;Taquaritinga;JANSSEN (JOHNSON & JOHNSON);2340
SP;Taquaritinga;PFIZER/BIONTECH;33648
SP;Taquarituba;BUTANTAN/SINOVAC;13068
SP;Taquarituba;FIOCRUZ/ASTRAZENECA;14765
SP;Taquarituba;JANSSEN (JOHNSON & JOHNSON);895
SP;Taquarituba;PFIZER/BIONTECH;15852
SP;Taquarivaí;BUTANTAN/SINOVAC;4636
SP;Taquarivaí;FIOCRUZ/ASTRAZENECA;3090
SP;Taquarivaí;JANSSEN (JOHNSON & JOHNSON);220
SP;Taquarivaí;PFIZER/BIONTECH;3594
SP;Tarabai;BUTANTAN/SINOVAC;4668
SP;Tarabai;FIOCRUZ/ASTRAZENECA;3985
SP;Tarabai;JANSSEN (JOHNSON & JOHNSON);360
SP;Tarabai;PFIZER/BIONTECH;4236
SP;Tarumã;BUTANTAN/SINOVAC;9334
SP;Tarumã;FIOCRUZ/ASTRAZENECA;8115
SP;Tarumã;JANSSEN (JOHNSON & JOHNSON);695
SP;Tarumã;PFIZER/BIONTECH;8304
SP;Tatuí;BUTANTAN/SINOVAC;79047
SP;Tatuí;FIOCRUZ/ASTRAZENECA;66505
SP;Tatuí;JANSSEN (JOHNSON & JOHNSON);5455
SP;Tatuí;PFIZER/BIONTECH;76524
SP;Taubaté;BUTANTAN/SINOVAC;194074
SP;Taubaté;FIOCRUZ/ASTRAZENECA;190125
SP;Taubaté;JANSSEN (JOHNSON & JOHNSON);15080
SP;Taubaté;PFIZER/BIONTECH;183642
SP;Tejupá;BUTANTAN/SINOVAC;2490
SP;Tejupá;FIOCRUZ/ASTRAZENECA;2325
SP;Tejupá;JANSSEN (JOHNSON & JOHNSON);160
SP;Tejupá;PFIZER/BIONTECH;2664
SP;Teodoro Sampaio;BUTANTAN/SINOVAC;13426
SP;Teodoro Sampaio;FIOCRUZ/ASTRAZENECA;11760
SP;Teodoro Sampaio;JANSSEN (JOHNSON & JOHNSON);1005
SP;Teodoro Sampaio;PFIZER/BIONTECH;13956
SP;Terra Roxa;BUTANTAN/SINOVAC;5390
SP;Terra Roxa;FIOCRUZ/ASTRAZENECA;4935
SP;Terra Roxa;JANSSEN (JOHNSON & JOHNSON);425
SP;Terra Roxa;PFIZER/BIONTECH;5496
SP;Tietê;BUTANTAN/SINOVAC;25536
SP;Tietê;FIOCRUZ/ASTRAZENECA;23270
SP;Tietê;JANSSEN (JOHNSON & JOHNSON);2040
SP;Tietê;PFIZER/BIONTECH;23394
SP;Timburi;BUTANTAN/SINOVAC;1572
SP;Timburi;FIOCRUZ/ASTRAZENECA;1645
SP;Timburi;JANSSEN (JOHNSON & JOHNSON);65
SP;Timburi;PFIZER/BIONTECH;1986
SP;Torre De Pedra;BUTANTAN/SINOVAC;2047
SP;Torre De Pedra;FIOCRUZ/ASTRAZENECA;1530
SP;Torre De Pedra;JANSSEN (JOHNSON & JOHNSON);95
SP;Torre De Pedra;PFIZER/BIONTECH;1758
SP;Torrinha;BUTANTAN/SINOVAC;6096
SP;Torrinha;FIOCRUZ/ASTRAZENECA;5795
SP;Torrinha;JANSSEN (JOHNSON & JOHNSON);440
SP;Torrinha;PFIZER/BIONTECH;5172
SP;Trabiju;BUTANTAN/SINOVAC;1340
SP;Trabiju;FIOCRUZ/ASTRAZENECA;950
SP;Trabiju;JANSSEN (JOHNSON & JOHNSON);65
SP;Trabiju;PFIZER/BIONTECH;1200
SP;Tremembé;BUTANTAN/SINOVAC;29794
SP;Tremembé;FIOCRUZ/ASTRAZENECA;32440
SP;Tremembé;JANSSEN (JOHNSON & JOHNSON);2215
SP;Tremembé;PFIZER/BIONTECH;35784
SP;Três Fronteiras;BUTANTAN/SINOVAC;4084
SP;Três Fronteiras;FIOCRUZ/ASTRAZENECA;3990
SP;Três Fronteiras;JANSSEN (JOHNSON & JOHNSON);230
SP;Três Fronteiras;PFIZER/BIONTECH;3624
SP;Tuiuti;BUTANTAN/SINOVAC;5303
SP;Tuiuti;FIOCRUZ/ASTRAZENECA;4550
SP;Tuiuti;JANSSEN (JOHNSON & JOHNSON);330
SP;Tuiuti;PFIZER/BIONTECH;4008
SP;Tupã;BUTANTAN/SINOVAC;42926
SP;Tupã;FIOCRUZ/ASTRAZENECA;40260
SP;Tupã;JANSSEN (JOHNSON & JOHNSON);2465
SP;Tupã;PFIZER/BIONTECH;36294
SP;Tupi Paulista;BUTANTAN/SINOVAC;11403
SP;Tupi Paulista;FIOCRUZ/ASTRAZENECA;11180
SP;Tupi Paulista;JANSSEN (JOHNSON & JOHNSON);580
SP;Tupi Paulista;PFIZER/BIONTECH;9078
SP;Turiúba;BUTANTAN/SINOVAC;1407
SP;Turiúba;FIOCRUZ/ASTRAZENECA;1190
SP;Turiúba;JANSSEN (JOHNSON & JOHNSON);65
SP;Turiúba;PFIZER/BIONTECH;1476
SP;Turmalina;BUTANTAN/SINOVAC;1457
SP;Turmalina;FIOCRUZ/ASTRAZENECA;1160
SP;Turmalina;JANSSEN (JOHNSON & JOHNSON);40
SP;Turmalina;PFIZER/BIONTECH;1410
SP;Ubarana;BUTANTAN/SINOVAC;3458
SP;Ubarana;FIOCRUZ/ASTRAZENECA;3355
SP;Ubarana;JANSSEN (JOHNSON & JOHNSON);295
SP;Ubarana;PFIZER/BIONTECH;3522
SP;Ubatuba;BUTANTAN/SINOVAC;69216
SP;Ubatuba;FIOCRUZ/ASTRAZENECA;57210
SP;Ubatuba;JANSSEN (JOHNSON & JOHNSON);4005
SP;Ubatuba;PFIZER/BIONTECH;60288
SP;Ubirajara;BUTANTAN/SINOVAC;4104
SP;Ubirajara;FIOCRUZ/ASTRAZENECA;3515
SP;Ubirajara;JANSSEN (JOHNSON & JOHNSON);190
SP;Ubirajara;PFIZER/BIONTECH;2874
SP;Uchoa;BUTANTAN/SINOVAC;7039
SP;Uchoa;FIOCRUZ/ASTRAZENECA;5855
SP;Uchoa;JANSSEN (JOHNSON & JOHNSON);420
SP;Uchoa;PFIZER/BIONTECH;6072
SP;União Paulista;BUTANTAN/SINOVAC;1044
SP;União Paulista;FIOCRUZ/ASTRAZENECA;905
SP;União Paulista;JANSSEN (JOHNSON & JOHNSON);60
SP;União Paulista;PFIZER/BIONTECH;1146
SP;Urânia;BUTANTAN/SINOVAC;5938
SP;Urânia;FIOCRUZ/ASTRAZENECA;5985
SP;Urânia;JANSSEN (JOHNSON & JOHNSON);405
SP;Urânia;PFIZER/BIONTECH;4704
SP;Uru;BUTANTAN/SINOVAC;914
SP;Uru;FIOCRUZ/ASTRAZENECA;790
SP;Uru;JANSSEN (JOHNSON & JOHNSON);45
SP;Uru;PFIZER/BIONTECH;1122
SP;Urupês;BUTANTAN/SINOVAC;9489
SP;Urupês;FIOCRUZ/ASTRAZENECA;8470
SP;Urupês;JANSSEN (JOHNSON & JOHNSON);630
SP;Urupês;PFIZER/BIONTECH;10062
